question_id,version,problem_type,question_text,correct_choice_id,correct_choice_name,near_miss_choice_1_id,near_miss_choice_1_name,near_miss_choice_1_reason,near_miss_choice_2_id,near_miss_choice_2_name,near_miss_choice_2_reason,wrong_choice_id,wrong_choice_name,wrong_reason,validation_status,validation_notes
Q011,v1.0_final,F01,筋力アップを狙っています。普段の食事の中で、主なたんぱく質になるものを選びたいです。,food_pork_tenderloin,豚ヒレ,food_rice_regular,ごはん普通盛り,一部は合うが、主条件が足りない。,food_tuna_egg_sand,ツナ卵サンド,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_vegetable_salad,野菜サラダ,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q012,v1.0_final,F02,脚トレのあとでかなり消費した感じがあります。たんぱく質と炭水化物を一緒に取れるものにしたいです。,food_chicken_rice,鶏むね肉＋ごはん,food_salad_chicken,サラダチキン,一部は合うが、主条件が足りない。,food_banana,バナナ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q013,v1.0_final,F02,長めの全身トレを終えました。回復を優先して、食事としてしっかり取れるものを選びたいです。,food_chicken_soboro_bowl,鶏そぼろ丼,protein_whey_isolate,ホエイアイソレート標準,一部は合うが、主条件が足りない。,food_onigiri_salt,塩おにぎり,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q014,v1.0_final,F02,有酸素も入れてかなり動きました。今日は食事で回復につながるものを取りたいです。,food_grilled_salmon_set,鮭定食ライト,food_tuna_can_water,ツナ水煮,一部は合うが、主条件が足りない。,food_sports_drink,スポーツドリンク,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_water,水,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q015,v1.0_final,F02,下半身トレのあとでお腹が空いています。主食と主菜をまとめて取れるものにしたいです。,food_beef_lean_bowl,牛赤身丼,food_boiled_egg,ゆで卵,一部は合うが、主条件が足りない。,food_orange,オレンジ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q016,v1.0_final,F02,トレーニング量が多い日でした。糖質だけでなく、たんぱく質も一緒に取りたいです。,food_white_fish_rice,白身魚＋ごはん,protein_whey_concentrate,ホエイプロテイン標準,一部は合うが、主条件が足りない。,food_banana,バナナ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_energy_drink,エナジードリンク,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q017,v1.0_final,F02,部活の後みたいにかなり消耗しています。飲み物だけで済ませず、食事として回復したいです。,food_chicken_rice,鶏むね肉＋ごはん,protein_recovery_carb_protein,回復用 糖質＋プロテイン標準,一部は合うが、主条件が足りない。,food_sports_drink,スポーツドリンク,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q018,v1.0_final,F02,脚トレのあとでかなり消費した感じがあります。たんぱく質と炭水化物を一緒に取れるものにしたいです。,food_chicken_rice,鶏むね肉＋ごはん,food_salad_chicken,サラダチキン,一部は合うが、主条件が足りない。,food_banana,バナナ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q019,v1.0_final,F02,長めの全身トレを終えました。回復を優先して、食事としてしっかり取れるものを選びたいです。,food_chicken_soboro_bowl,鶏そぼろ丼,protein_whey_isolate,ホエイアイソレート標準,一部は合うが、主条件が足りない。,food_onigiri_salt,塩おにぎり,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q020,v1.0_final,F02,有酸素も入れてかなり動きました。今日は食事で回復につながるものを取りたいです。,food_grilled_salmon_set,鮭定食ライト,food_tuna_can_water,ツナ水煮,一部は合うが、主条件が足りない。,food_sports_drink,スポーツドリンク,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_water,水,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q021,v1.0_final,F02,下半身トレのあとでお腹が空いています。主食と主菜をまとめて取れるものにしたいです。,food_beef_lean_bowl,牛赤身丼,food_boiled_egg,ゆで卵,一部は合うが、主条件が足りない。,food_orange,オレンジ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q022,v1.0_final,F02,トレーニング量が多い日でした。糖質だけでなく、たんぱく質も一緒に取りたいです。,food_white_fish_rice,白身魚＋ごはん,protein_whey_concentrate,ホエイプロテイン標準,一部は合うが、主条件が足りない。,food_banana,バナナ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_energy_drink,エナジードリンク,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q023,v1.0_final,F03,減量中ですが、筋肉は落としたくありません。低脂質でたんぱく質を取れるものを選びたいです。,food_chicken_sasami,鶏ささみ,food_broccoli,ブロッコリー,一部は合うが、主条件が足りない。,food_mixed_nuts,ミックスナッツ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q024,v1.0_final,F03,体脂肪を落としたい時期です。余計な脂質を増やさず、たんぱく質を確保したいです。,food_chicken_breast,鶏むね肉,food_banana,バナナ,一部は合うが、主条件が足りない。,food_fried_chicken,唐揚げ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_energy_drink,エナジードリンク,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q025,v1.0_final,F03,減量中の昼食を選びたいです。エネルギーを抑えつつ、筋肉維持も意識したいです。,food_chicken_salad_onigiri_small,鶏むねサラダ＋小おにぎり,food_vegetable_salad,野菜サラダ,一部は合うが、主条件が足りない。,food_peanut_butter_toast,ピーナッツバタートースト,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q026,v1.0_final,F03,減量中で、乳製品は大丈夫です。低脂質でたんぱく質を補えるものを選びたいです。,protein_dns_whey100,ホエイプロテイン高たんぱく標準,food_frozen_berries,ベリー,一部は合うが、主条件が足りない。,food_cheese,チーズ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q027,v1.0_final,F03,減量中ですが、大豆は大丈夫です。植物性でも、たんぱく質を取れるものにしたいです。,protein_soy,ソイプロテイン標準,food_boiled_beans,ミックスビーンズ,一部は合うが、主条件が足りない。,food_avocado,アボカド,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_water,水,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q028,v1.0_final,F03,減量中の夕食を考えています。脂質を抑えて、主菜になるものを選びたいです。,food_pork_tenderloin,豚ヒレ,food_broccoli,ブロッコリー,一部は合うが、主条件が足りない。,food_mackerel_grilled,焼きさば,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q029,v1.0_final,F03,減量中ですが、筋肉は落としたくありません。低脂質でたんぱく質を取れるものを選びたいです。,food_chicken_sasami,鶏ささみ,food_broccoli,ブロッコリー,一部は合うが、主条件が足りない。,food_mixed_nuts,ミックスナッツ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q030,v1.0_final,F03,体脂肪を落としたい時期です。余計な脂質を増やさず、たんぱく質を確保したいです。,food_chicken_breast,鶏むね肉,food_banana,バナナ,一部は合うが、主条件が足りない。,food_fried_chicken,唐揚げ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_energy_drink,エナジードリンク,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q031,v1.0_final,F03,減量中の昼食を選びたいです。エネルギーを抑えつつ、筋肉維持も意識したいです。,food_chicken_salad_onigiri_small,鶏むねサラダ＋小おにぎり,food_vegetable_salad,野菜サラダ,一部は合うが、主条件が足りない。,food_peanut_butter_toast,ピーナッツバタートースト,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q032,v1.0_final,F03,減量中で、乳製品は大丈夫です。低脂質でたんぱく質を補えるものを選びたいです。,protein_dns_whey100,ホエイプロテイン高たんぱく標準,food_frozen_berries,ベリー,一部は合うが、主条件が足りない。,food_cheese,チーズ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q033,v1.0_final,F03,減量中ですが、大豆は大丈夫です。植物性でも、たんぱく質を取れるものにしたいです。,protein_soy,ソイプロテイン標準,food_boiled_beans,ミックスビーンズ,一部は合うが、主条件が足りない。,food_avocado,アボカド,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_water,水,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q034,v1.0_final,F04,最近、体重が落ち気味です。低カロリーに寄せすぎず、食事でしっかり補いたいです。,food_beef_lean_bowl,牛赤身丼,protein_whey_isolate,ホエイアイソレート標準,一部は合うが、主条件が足りない。,protein_weight_up,ウェイトアップ標準,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q035,v1.0_final,F04,運動量が増えて、食事量が足りていない気がします。エネルギーとたんぱく質を足したいです。,food_chicken_soboro_bowl,鶏そぼろ丼,food_salad_chicken,サラダチキン,一部は合うが、主条件が足りない。,food_pasta_tomato,トマトパスタ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_water,水,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q036,v1.0_final,F04,最近、疲れが残りやすいです。食事量不足にならないように、しっかり食べたいです。,food_fried_chicken_bento,唐揚げ弁当,food_banana,バナナ,一部は合うが、主条件が足りない。,protein_whey_concentrate,ホエイプロテイン標準,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q037,v1.0_final,F04,体重を増やしたいというより、落ちすぎるのが心配です。回復につながる食事を選びたいです。,food_grilled_salmon_set,鮭定食ライト,protein_weight_up,ウェイトアップ標準,一部は合うが、主条件が足りない。,food_miso_soup,味噌汁,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q038,v1.0_final,F04,筋トレ量が多くて、食事全体の量を増やしたいです。主食とたんぱく質を取れるものにしたいです。,food_chicken_rice,鶏むね肉＋ごはん,food_yogurt_plain,プレーンヨーグルト,一部は合うが、主条件が足りない。,food_onigiri_salt,塩おにぎり,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_water,水,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q039,v1.0_final,F04,低エネルギーになっていないか心配です。主食と主菜がそろったものを選びたいです。,food_beef_lean_bowl,牛赤身丼,food_tuna_can_water,ツナ水煮,一部は合うが、主条件が足りない。,food_pasta_tomato,トマトパスタ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q040,v1.0_final,F04,最近、体重が落ち気味です。低カロリーに寄せすぎず、食事でしっかり補いたいです。,food_beef_lean_bowl,牛赤身丼,protein_whey_isolate,ホエイアイソレート標準,一部は合うが、主条件が足りない。,protein_weight_up,ウェイトアップ標準,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q041,v1.0_final,F04,運動量が増えて、食事量が足りていない気がします。エネルギーとたんぱく質を足したいです。,food_chicken_soboro_bowl,鶏そぼろ丼,food_salad_chicken,サラダチキン,一部は合うが、主条件が足りない。,food_pasta_tomato,トマトパスタ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_water,水,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q042,v1.0_final,F04,最近、疲れが残りやすいです。食事量不足にならないように、しっかり食べたいです。,food_fried_chicken_bento,唐揚げ弁当,food_banana,バナナ,一部は合うが、主条件が足りない。,protein_whey_concentrate,ホエイプロテイン標準,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q043,v1.0_final,F04,体重を増やしたいというより、落ちすぎるのが心配です。回復につながる食事を選びたいです。,food_grilled_salmon_set,鮭定食ライト,protein_weight_up,ウェイトアップ標準,一部は合うが、主条件が足りない。,food_miso_soup,味噌汁,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q044,v1.0_final,F04,筋トレ量が多くて、食事全体の量を増やしたいです。主食とたんぱく質を取れるものにしたいです。,food_chicken_rice,鶏むね肉＋ごはん,food_yogurt_plain,プレーンヨーグルト,一部は合うが、主条件が足りない。,food_onigiri_salt,塩おにぎり,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_water,水,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q045,v1.0_final,F05,体調の診断ではなく、食事として鉄を意識したいです。主菜になるものを選びたいです。,food_beef_lean,牛赤身肉,food_natto,納豆,一部は合うが、主条件が足りない。,food_komatsuna,小松菜,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_water,水,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q046,v1.0_final,F05,最近ふらつきが気になります。医療判断は別として、鉄を意識した食事を選びたいです。,food_beef_lean_bowl,牛赤身丼,food_spinach_ohitashi,ほうれん草のおひたし,一部は合うが、主条件が足りない。,food_clam_miso,あさり味噌汁,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q047,v1.0_final,F05,女性で、鉄も意識した食事にしたいです。主菜として取り入れやすいものを選びたいです。,food_beef_lean,牛赤身肉,food_bonito,かつお,一部は合うが、主条件が足りない。,food_komatsuna,小松菜,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q048,v1.0_final,F05,鉄を意識しながら、たんぱく質も取れるものを選びたいです。,food_beef_lean_bowl,牛赤身丼,food_natto,納豆,一部は合うが、主条件が足りない。,food_clam_komatsuna_miso_soup,あさりと小松菜の味噌汁,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_water,水,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q049,v1.0_final,F05,汗をかく運動をした後ですが、今回は鉄を意識した食事にしたいです。,food_beef_lean,牛赤身肉,food_spinach_ohitashi,ほうれん草のおひたし,一部は合うが、主条件が足りない。,food_miso_soup,味噌汁,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q050,v1.0_final,F05,鉄を意識したいのですが、野菜だけで済ませるのは避けたいです。,food_beef_lean_bowl,牛赤身丼,food_komatsuna,小松菜,一部は合うが、主条件が足りない。,food_natto,納豆,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_energy_drink,エナジードリンク,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q051,v1.0_final,F05,体調の診断ではなく、食事として鉄を意識したいです。主菜になるものを選びたいです。,food_beef_lean,牛赤身肉,food_natto,納豆,一部は合うが、主条件が足りない。,food_komatsuna,小松菜,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_water,水,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q052,v1.0_final,F05,最近ふらつきが気になります。医療判断は別として、鉄を意識した食事を選びたいです。,food_beef_lean_bowl,牛赤身丼,food_spinach_ohitashi,ほうれん草のおひたし,一部は合うが、主条件が足りない。,food_clam_miso,あさり味噌汁,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q053,v1.0_final,F05,女性で、鉄も意識した食事にしたいです。主菜として取り入れやすいものを選びたいです。,food_beef_lean,牛赤身肉,food_bonito,かつお,一部は合うが、主条件が足りない。,food_komatsuna,小松菜,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q054,v1.0_final,F05,鉄を意識しながら、たんぱく質も取れるものを選びたいです。,food_beef_lean_bowl,牛赤身丼,food_natto,納豆,一部は合うが、主条件が足りない。,food_clam_komatsuna_miso_soup,あさりと小松菜の味噌汁,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_water,水,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q055,v1.0_final,F05,汗をかく運動をした後ですが、今回は鉄を意識した食事にしたいです。,food_beef_lean,牛赤身肉,food_spinach_ohitashi,ほうれん草のおひたし,一部は合うが、主条件が足りない。,food_miso_soup,味噌汁,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q056,v1.0_final,F06,胃が重いです。脂質が少なくて、食べやすいものを選びたいです。,food_egg_zosui,卵雑炊,food_banana,バナナ,一部は合うが、主条件が足りない。,food_fried_chicken,唐揚げ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_energy_drink,エナジードリンク,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q057,v1.0_final,F06,トレーニング後ですが、食欲があまりありません。軽く食べられるものにしたいです。,food_rice_porridge,おかゆ,food_orange,オレンジ,一部は合うが、主条件が足りない。,food_mackerel_grilled,焼きさば,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q058,v1.0_final,F06,夜ではないのですが、胃もたれがあります。軽めの主菜を選びたいです。,food_white_fish,白身魚,food_vegetable_soup,野菜スープ,一部は合うが、主条件が足りない。,food_mixed_nuts,ミックスナッツ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q059,v1.0_final,F06,食欲がないので、汁物で少しだけ補いたいです。,food_egg_drop_soup,卵スープ,food_tomato,トマト,一部は合うが、主条件が足りない。,food_fried_chicken_bento,唐揚げ弁当,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_energy_drink,エナジードリンク,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q060,v1.0_final,F06,乳製品は大丈夫です。軽くたんぱく質を取れるものを選びたいです。,food_greek_yogurt,ギリシャヨーグルト,protein_none,プロテインなし,一部は合うが、主条件が足りない。,food_cheese,チーズ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
